window,n_test,sharpe,max_drawdown,win_rate,profit_factor,total_return,n_trades,total_pnl,final_capital
39,21,1.965,-0.0019,0.5,1.734,0.0011,4,11.33,10194.08
40,21,-6.777,-0.0026,0.0,0.0,-0.0026,7,-25.0,10167.93
41,21,-1.912,-0.0013,0.25,0.318,-0.0006,4,-5.54,10162.05
42,21,0.096,-0.0009,0.1667,1.073,0.0,6,0.46,10162.19
43,21,5.309,-0.0003,0.3333,504.664,0.0007,3,7.49,10169.57
44,21,1.488,-0.0004,0.3333,1.825,0.0002,3,2.39,10171.76
45,21,-3.625,-0.0013,0.0,0.0,-0.0008,5,-8.15,10163.13
46,21,0.623,-0.0007,0.5,1.426,0.0001,4,1.25,10164.16
47,21,6.196,-0.0001,0.75,9.03,0.0006,4,5.69,10169.71
48,21,4.434,-0.0002,0.25,6.366,0.0005,4,4.91,10174.48
49,21,-2.944,-0.0001,0.3333,0.29,-0.0001,3,-0.57,10173.84
50,21,2.995,-0.0004,0.3333,4.95,0.0006,3,6.38,10180.03
51,21,3.304,-0.0002,0.3333,4.591,0.0004,3,3.81,10183.7
52,21,3.32,-0.0002,0.3333,4.405,0.0005,3,5.35,10188.8
53,21,6.505,-0.0002,0.5,223.741,0.0012,2,12.11,10200.77
54,21,0.004,-0.0001,0.5,1.108,0.0,2,0.03,10200.76
55,21,0.294,-0.0005,0.5,1.473,0.0001,2,0.73,10201.24
56,21,0.917,-0.0006,0.3333,1.454,0.0002,3,2.3,10203.17
57,21,-2.775,-0.0002,0.3333,0.049,-0.0002,3,-1.64,10201.44
58,21,-3.393,-0.0009,0.0,0.0,-0.0005,3,-5.41,10195.81
59,21,6.634,-0.0001,0.6667,12.975,0.0007,3,7.75,10203.42
60,21,6.773,-0.0003,1.0,inf,0.0011,1,11.12,10214.36
61,21,-2.161,-0.0003,0.3333,0.276,-0.0002,3,-1.82,10212.18
62,21,3.23,-0.001,1.0,inf,0.0014,1,14.6,10226.42
63,21,-0.312,-0.0001,0.0,0.0,-0.0,1,-0.16,10226.22
64,21,-2.538,-0.0012,0.25,0.412,-0.0007,4,-6.28,10219.27
65,21,8.597,-0.0001,0.5,21.176,0.0007,2,7.39,10226.53
66,21,8.104,-0.0002,0.6667,5.708,0.0011,3,11.2,10237.33
67,21,-2.007,-0.0018,0.3333,0.35,-0.0008,3,-7.32,10229.42
68,21,1.339,-0.0004,0.3333,1.54,0.0002,3,2.27,10231.42
69,21,4.322,-0.0003,0.6667,3.1,0.0007,3,7.27,10238.26
70,21,3.801,-0.0001,1.0,inf,0.0001,1,1.27,10239.5
71,21,3.458,-0.001,1.0,inf,0.0012,1,12.19,10251.42
72,21,0.143,-0.0012,1.0,inf,0.0001,1,0.57,10251.74
73,21,1.474,-0.0008,1.0,inf,0.0005,1,5.08,10256.6
74,21,-3.694,-0.0019,0.0,0.0,-0.0013,3,-13.13,10242.73
75,21,-1.306,-0.0016,0.5,0.253,-0.0008,2,-7.87,10234.23
76,21,3.897,-0.0006,0.5,3.032,0.0015,6,15.86,10249.53
77,21,6.493,-0.0002,1.0,inf,0.0012,2,12.0,10261.3
78,21,6.3,-0.0006,1.0,inf,0.0024,1,25.05,10285.94
79,21,2.392,-0.0008,1.0,inf,0.0007,1,6.88,10292.5
80,21,0.517,-0.0006,1.0,inf,0.0001,1,1.07,10293.35
81,21,9.751,-0.0005,1.0,inf,0.0018,1,18.16,10311.17
82,21,2.076,-0.0011,0.3333,1.948,0.0009,3,9.62,10320.1
83,21,2.086,-0.001,0.25,1.778,0.0006,4,6.81,10326.19
84,21,-0.487,-0.0011,0.3333,0.9,-0.0002,3,-0.95,10324.36
85,21,-0.781,-0.001,0.5,0.656,-0.0003,2,-2.66,10321.04
86,21,1.53,-0.0005,1.0,inf,0.0004,1,4.15,10324.98
